sim/cockpit/gyros/psi_ind_ahars_copilot_degm,sim/cockpit/gyros/the_ind_ahars_copilot_deg,sim/cockpit2/autopilot/sync_hold_roll_deg
150.5434113,14.26219082,-2.032930851
150.3838959,13.92936325,-2.030891418
150.2251892,13.581888199999998,-2.028011799
150.06364440000002,13.213871,-2.024140835
149.9011993,12.832590099999999,-2.019141674
149.7403717,12.44695187,-2.013298035
149.5838013,12.06721115,-2.0066549780000003
149.4248352,11.68027782,-1.9990688559999998
149.2721558,11.31088257,-1.9908982519999998
149.1182861,10.94405174,-1.9818526509999999
148.9655762,10.58850574,-1.97217536
148.81613159999998,10.25193024,-1.962014675
148.6670532,9.930617332,-1.951296091
148.5176544,9.625741958999999,-1.9400132890000001
148.37042240000002,9.344947815,-1.9284464119999998
148.2220459,9.084364891,-1.916290998
148.07754519999997,8.854450226,-1.904170871
147.93231200000002,8.649333,-1.8918021919999999
147.78182980000003,8.466107368,-1.878661394
147.6361084,8.31897831,-1.865805507
147.4906158,8.203139305,-1.8529858590000001
147.3476257,8.120583534,-1.840350151
147.20431519999997,8.069680214,-1.827876925
147.06449890000002,8.051183701,-1.81578052
146.924118,8.063681602,-1.803898096
146.7846832,8.106736182999999,-1.792507887
146.6449738,8.180062293999999,-1.7812557219999998
146.5032501,8.2844944,-1.77032578
146.3660889,8.413479805,-1.760238886
146.22789,8.569930077,-1.750689387
146.0907135,8.749934196,-1.741662979
145.95559690000002,8.949778557,-1.733389139
145.8214722,9.16828537,-1.725782394
145.6861115,9.407372475,-1.718869328
145.5530396,9.658191681,-1.712471485
145.4165649,9.929512024,-1.7067837719999999
145.28227230000002,10.20803738,-1.701800108
145.1453857,10.50084877,-1.6974850890000002
145.00788880000002,10.80149364,-1.693833709
144.87449650000002,11.09662819,-1.6909993890000001
144.74331669999998,11.3875103,-1.688782454
144.6061859,11.68970871,-1.687165499
144.47341919999997,11.97777081,-1.686245918
144.34072880000002,12.25844765,-1.6858237980000002
144.20838930000002,12.52895832,-1.6859709019999998
144.0778656,12.78404713,-1.686531663
143.94546509999998,13.02858829,-1.687615633
143.8126373,13.25739098,-1.6890575890000001
143.6821136,13.46392822,-1.690793395
143.54847719999998,13.654666899999999,-1.6928436759999999
143.4133301,13.8242445,-1.6951417919999998
143.28239440000002,13.96452713,-1.697518826
143.1479645,14.08224487,-1.7000250819999998
143.01586909999997,14.17073631,-1.702541113
142.88265990000002,14.23144627,-1.70500505
142.75314330000003,14.26197243,-1.707262993
142.6235199,14.26361179,-1.709361434
142.4927063,14.23547459,-1.711222529
142.3581085,14.17486858,-1.712827325
142.2301788,14.08722878,-1.713989258
142.10227969999997,13.97047997,-1.714743972
141.9730225,13.82320118,-1.715041518
141.843338,13.64636135,-1.714808464
141.7156982,13.44467163,-1.7139997480000002
141.5883636,13.21711731,-1.712649226
141.45988459999998,12.96200657,-1.7106183769999999
141.3362732,12.69404411,-1.707992196
141.2073517,12.3924427,-1.70465672
141.08303830000003,12.08248234,-1.700630426
140.96063230000001,11.76076889,-1.696086884
140.8380432,11.42450905,-1.690762162
140.71582030000002,11.07775402,-1.684988141
140.5939178,10.72310925,-1.6783379319999998
140.4734955,10.36671257,-1.671204686
140.3551636,10.01357937,-1.663597345
140.2342377,9.652534485,-1.6552433969999998
140.1156311,9.301327705,-1.646466255
139.9972839,8.956727028,-1.637141585
139.878067,8.618632317000001,-1.6273127790000002
139.7617645,8.300332069,-1.617226005
139.6466217,7.999468327000001,-1.6068699359999998
139.52836609999997,7.707606792000001,-1.595923185
139.4122314,7.441173077,-1.584728479
139.2991486,7.202816486000001,-1.573725104
139.1858368,6.987290859,-1.56238234
139.06985469999998,6.792909145,-1.550608039
138.9576874,6.631798267000001,-1.53922379
138.8467102,6.500021457999999,-1.5279129740000001
138.7378387,6.398540973999999,-1.51674664
138.6268158,6.324344635,-1.5057580469999998
138.5190887,6.281257152999999,-1.494936705
138.4107056,6.267037392000001,-1.48428154
138.3009186,6.2825579639999996,-1.473639965
138.19378659999998,6.326576233,-1.4635787009999999
138.08746340000002,6.3981423379999995,-1.4538617130000002
137.9797363,6.4983215329999995,-1.444385052
137.8726196,6.624679565,-1.435350776
137.7650146,6.777171135,-1.426728606
137.66281130000002,6.944739819,-1.419083476
137.5566559,7.140793324,-1.411480308
137.45210269999998,7.353841305,-1.404283881
137.34552,7.589669703999999,-1.397739887
137.2406921,7.837878227000001,-1.391865015
137.1354675,8.101374626,-1.3863564730000002
137.0325317,8.37014389,-1.3815552
136.92932130000003,8.649067879,-1.37731719
136.82823180000003,8.928816795,-1.373607635
136.72578430000002,9.216423987999999,-1.370453358
136.623642,9.505336761,-1.3677834269999998
136.5227356,9.790021896,-1.365537524
136.4219971,10.07157993,-1.3638898130000001
136.321579,10.3471384,-1.362496614
136.2227936,10.61104774,-1.361544967
136.1222534,10.87037849,-1.36106348
136.01843259999998,11.12562561,-1.3608647580000002
135.9201813,11.35380936,-1.361087561
135.8188782,11.57323933,-1.3615140909999999
135.7168121,11.77598953,-1.362131
135.6159821,11.95667362,-1.363057375
135.516571,12.11388397,-1.3640673159999999
135.4171906,12.24883842,-1.36513567
135.316925,12.36126328,-1.366317749
135.21777340000003,12.44750977,-1.3674155469999998
135.1173248,12.50874901,-1.368581891
135.0167389,12.54271221,-1.36968112
134.9177856,12.54869175,-1.370576262
134.8179169,12.52662849,-1.371291518
134.72000119999998,12.47722244,-1.371796131
134.6220093,12.40008354,-1.372023344
134.5275879,12.29968834,-1.3720294240000002
134.4304352,12.16978455,-1.371710896
134.334259,12.01522827,-1.37098074
134.2393188,11.83793449,-1.3699272869999999
134.1462097,11.64077568,-1.368529558
134.0507355,11.41602135,-1.366677761
133.9586334,11.17862988,-1.364335895
133.8629456,10.91208839,-1.361628413
133.7686462,10.63108349,-1.3583722109999998
133.6746216,10.33508778,-1.35467267
133.58461,10.03851891,-1.35077095
133.490036,9.715036392,-1.346298099
133.3967285,9.38667202,-1.34126997
133.30757140000003,9.066589355,-1.335971236
133.2179718,8.710534096,-1.331877589
133.1551819,7.047761917000001,-1.3870773319999998
133.09046940000002,5.317577362,-1.4639539719999999
133.0207825,3.73518014,-1.533699036
132.9651489,1.5575802330000001,-1.579501271
132.8937683,-0.12629099189999998,-1.61969924
132.8148956,-1.624604821,-1.6588131190000002
132.72616580000002,-2.6988334660000004,-1.69490397
132.644165,-3.9332230089999998,-1.7289141419999998
132.5516663,-4.95566082,-1.765388489
132.41195679999998,-4.55380106,-1.8436803819999998
132.2841034,-4.719228745,-1.950828433
132.1482544,-4.885686398,-2.064071655
132.0022888,-4.882036209,-2.17500329
131.86170959999998,-5.011269093,-2.281080961
131.7090149,-5.115897655,-2.387854576
131.5474701,-5.174883842,-2.4921131130000003
131.3795471,-5.20680809,-2.597012281
131.2055054,-5.211305141,-2.697593927
131.0184479,-5.187825203,-2.7988693710000003
130.8221283,-5.054158211,-2.86854434
130.6227722,-4.7074146269999995,-2.8281798360000003
130.43573,-4.496654986999999,-2.772516012
130.24465940000002,-4.228384972,-2.717148066
130.0555115,-3.940064907,-2.6633150580000002
129.8737335,-3.6434361930000003,-2.613096476
129.69920349999998,-3.340699434,-2.565368414
129.5215302,-3.017007828,-2.518840313
129.3484192,-2.6885416510000004,-2.474815607
129.17918400000002,-2.357343674,-2.432455778
129.0137482,-2.026124954,-2.3915991780000003
128.84527590000002,-1.684201241,-2.351840734
128.6862335,-1.359204412,-2.315285921
128.52677920000002,-1.034271121,-2.279328823
128.3730164,-0.8473269343000001,-2.2591071130000002
128.22659299999998,-0.9685159922,-2.339945793
128.0702209,-1.0679292679999999,-2.4427976609999997
127.9082413,-1.082702756,-2.541591167
127.7411346,-1.131949425,-2.638178349
127.56133270000001,-1.188456297,-2.732880592
127.38560490000002,-1.250789285,-2.8228755000000003
127.1966095,-1.324372053,-2.91333437
126.9837189,-0.9871367812,-2.94435215
126.77867890000002,-0.6308931708,-2.893985748
126.5864334,-0.46023368840000006,-2.8354089260000004
126.3907547,-0.23917810620000002,-2.779605627
126.209938,-0.05378683656,-2.7271981239999996
126.0255585,0.124991484,-2.675202608
125.84399409999999,0.2886933386,-2.624007225
125.66473390000002,0.4354230762,-2.573617458
125.49372859999998,0.5600106716,-2.5257296559999998
125.3237152,0.6668518186,-2.478262424
125.15926359999999,0.7523825765000001,-2.431922913
124.9956131,0.8183596134000001,-2.387268066
124.8372726,0.8624484539,-2.3431050780000002
124.69797520000002,0.37608718869999996,-2.363660097
124.56933590000001,-0.7262575626000001,-2.58483696
124.35700990000002,-0.3335711956,-2.915163517
124.1777115,-0.9585691690000001,-3.230166197
123.986557,-1.917889476,-3.5600929260000003
123.76371,-2.462320089,-3.878129482
123.53200530000001,-3.0893471239999997,-4.1744246480000005
123.28570559999999,-3.633428574,-4.297134399
123.01845549999999,-3.516765833,-3.522643328
122.96184540000002,-3.524516582,-1.41656208
122.87007140000001,-3.9549248219999997,-1.109764576
122.78823090000002,-4.302194118,-1.10573709
122.7240906,-4.522390366000001,-1.144310832
122.64850619999999,-4.769291401,-1.159177184
122.5714264,-4.867732525,-1.187577367
122.48307040000002,-4.42287159,-1.178617716
122.4047241,-4.297801495,-1.152858377
122.3256531,-4.123494148,-1.125643253
122.24848940000001,-3.9146130080000003,-1.099502921
122.17239380000001,-3.688935995,-1.074833035
122.0986328,-3.4545092580000003,-1.05083406
122.02536770000002,-3.203505278,-1.027365565
121.951889,-2.93601799,-1.004215598
121.88159180000001,-2.6669273380000003,-0.9822702408
121.81259159999999,-2.392091036,-0.9612403512000001
121.744545,-2.1119451519999997,-0.9409020543000001
121.679245,-1.837046027,-0.9215722679999999
121.61478419999999,-1.561603665,-0.9029533863
121.55154420000001,-1.2895329,-0.8849171995999999
121.49044040000001,-1.027484536,-0.8674964905
121.4293365,-0.7681041956,-0.8504905105
121.36959840000002,-0.5195948482,-0.8338087201000001
121.3115768,-0.2854595482,-0.8180029392
121.2535858,-0.060936901720000006,-0.8027029037000001
121.19747920000002,0.1452352405,-0.7877519727
121.1424179,0.3342376053,-0.7733349204000001
121.08927920000001,0.5022104978999999,-0.75938797
121.03713229999998,0.6506878138000001,-0.745873034
120.9849014,0.78189224,-0.7324764729000001
120.93355559999999,0.8907982111,-0.7191434503
120.8835754,0.9763938189,-0.7064979672
120.83428959999999,1.0349447729999999,-0.6938230395
120.7932739,0.16942025719999998,-0.7713220716
120.746376,-0.9635549188,-0.9162117839
120.69148249999999,-1.8931808469999998,-1.069612861
120.64924620000001,-3.9025509360000004,-1.217274666
120.5902557,-5.18598938,-1.3607609269999998
120.5258179,-6.562864304,-1.500909328
120.4566574,-7.973378181,-1.636141777
120.31560520000001,-7.279184817999999,-1.779970527
120.17028049999999,-6.96078968,-1.931199789
120.03359990000001,-7.059426785,-2.0790050030000002
119.8767548,-6.923635482999999,-2.230416536
119.704834,-6.60258007,-2.310781717
119.53799440000002,-6.189473629,-2.271329641
119.3761139,-5.837751865,-2.218961716
119.2178574,-5.434486866,-2.170451403
119.06220249999998,-5.007489204,-2.124774218
118.91246029999999,-4.567905426,-2.081646442
118.7563324,-4.082196712,-2.0387613769999997
118.60929109999998,-3.601846695,-1.999806881
118.4640121,-3.1089944839999997,-1.9618791340000001
118.32061770000001,-2.608475924,-1.926650882
118.18242649999999,-2.115807533,-1.893017769
118.0466919,-1.626509905,-1.861468673
117.90882109999998,-1.150836468,-1.83154881
117.81067659999998,-1.856654286,-1.8930841680000001
117.69327549999998,-2.17241025,-1.9913656709999998
117.5658875,-2.35445857,-2.087870121
117.4200287,-2.356956244,-2.194674015
117.2443848,-1.7430628540000002,-2.364756823
117.07788090000001,-1.59713614,-2.539118052
116.89472959999999,-1.367934108,-2.7123458389999997
116.695282,-1.147089958,-2.8829472060000003
116.4890594,-0.9469808936,-3.0531697269999998
116.2635269,-0.7425823807999999,-3.2186536789999995
116.02973940000001,-0.5580140948,-3.385484457
115.7855453,-0.3745156825,-3.545214891
115.52820590000002,-0.2157036364,-3.701400995
115.26265719999999,-0.07589622587,-3.858228445
114.98173519999999,0.046584349129999994,-4.01014328
114.7007446,0.1446346343,-4.157253265
114.41081240000001,0.2221865952,-4.297971725
114.1031723,0.28013992309999997,-4.440660954
113.78573610000001,0.43771317600000004,-4.546071529
113.45364380000001,0.8029546738,-4.4946136469999995
113.1429062,0.9583062529999999,-4.418382168
112.83768459999999,1.12207222,-4.3451156619999995
112.5260925,1.264785171,-4.272595406000001
112.230751,1.374432325,-4.201226711
111.967804,1.464121222,-3.559478045
111.79827879999999,1.523576975,-2.704026699
111.60468290000001,1.4905189280000002,-2.523481607
111.4535522,1.056121111,-2.345881701
111.32466129999999,0.6519241333,-2.126975298
111.2270126,-0.047797612850000004,-1.55872345
111.16981509999998,-0.8727188109999999,-1.0531554220000001
111.126442,-2.309358835,-0.7232570648000001
111.0955353,-3.778182983,-0.5723908543999999
111.06414029999999,-4.9462804789999995,-0.5435554385
111.0255356,-5.716907501000001,-0.6524335742
110.9788132,-6.427940845,-0.8349389434000001
110.92362209999999,-7.288190365,-1.021831512
110.8585281,-8.039815903,-1.201009035
110.7812805,-8.765273094,-1.385101914
110.6942368,-9.429291725,-1.555908799
110.59476470000001,-10.04406929,-1.729741573
110.4848557,-10.59172153,-1.9008287190000002
110.36406709999999,-11.07178497,-2.066632271
110.23641200000002,-11.47095585,-2.223475695
110.0972748,-11.80567074,-2.377801418
109.9478378,-12.07100296,-2.529794931
109.775856,-12.095773699999999,-2.6864767069999997
109.52986909999998,-10.63994884,-2.7575917239999996
109.3217621,-9.843550682,-2.6937940119999997
109.11367800000001,-8.946819305,-2.620959044
108.91008000000001,-8.001200676,-2.555177212
108.71260829999999,-7.031582355,-2.494903564
108.5145416,-6.010791779,-2.43825984
108.3236847,-4.988027096000001,-2.387208939
108.13729860000001,-3.9586651330000002,-2.340270519
107.95288090000001,-2.917361736,-2.297628403
107.7696533,-1.868933678,-2.258448124
107.5872803,-0.819737196,-2.222869158
107.41020970000001,0.1959358752,-2.19046402
107.23760990000001,1.173693657,-2.162225723
107.0676041,2.117584467,-2.137043238
106.9007492,3.015354872,-2.113972902
106.7339478,3.877359867,-2.093789816
106.5728912,4.667123795,-2.075386286
106.41202549999998,5.406148911,-2.059049606
106.2531281,6.078756809,-2.044233084
106.0977554,6.6741390229999995,-2.0306923390000002
105.9431305,7.198014259,-2.0186195369999997
105.7891922,7.644485474,-2.006641626
105.64727020000001,7.780813694,-2.025323391
105.58841709999999,5.07755661,-2.3441782000000004
105.5121765,2.620981455,-2.854429007
105.44677730000001,-0.1144751087,-3.49427247
105.28905490000001,-1.7879577880000002,-4.336301327
105.20595549999999,-4.85180521,-5.639307499
104.7199707,-4.476317406000001,-6.934978485
104.12388609999999,-3.335854292,-7.073832035
103.6700668,-3.566088676,-6.376975536000001
103.37034609999999,-3.4190235139999996,-4.2250199319999995
103.1985016,-3.349402905,-2.295612812
103.1770477,-3.2472555639999996,-0.26964131
103.1580048,-3.1680641169999997,0.02742877789
103.1480103,-3.3130602839999996,0.04625898972
103.15520479999999,-3.5885124210000003,0.03298923746
103.15415949999999,-3.752938509,0.01979592815
103.1494217,-4.051308632,-0.043429553509999996
103.1397705,-4.571165085,-0.1488152146
103.1220474,-5.227629185,-0.2988005877
103.0931702,-5.615648746000001,-0.4881119728
103.0426254,-5.499668121,-0.7367751001999999
102.971756,-5.195353508,-0.9931941031999999
102.8841171,-5.104061127,-1.245123267
102.7803955,-4.95079565,-1.4931385519999998
102.6576385,-4.7756223680000005,-1.732301593
102.5187378,-4.583068848,-1.972178578
102.3624268,-4.371417046,-2.201916933
102.1904755,-4.145232201000001,-2.428791761
101.9996567,-3.8331274989999997,-2.652993441
101.78501130000001,-3.459141493,-2.872501373
101.5716324,-3.4804854389999997,-3.184765577
101.3345642,-3.8242645260000003,-3.716426849
101.0533676,-3.76139617,-4.2902255060000005
100.71635440000001,-3.53249073,-4.844508648
100.3401718,-3.4474503989999996,-5.399884701
99.9336853,-3.336062193,-5.9280452729999995
99.49230194,-3.227143288,-6.4347567560000005
99.01306152,-3.1182019710000004,-6.9446005820000005
98.47402954,-2.876093149,-7.406224728
97.89515686,-2.191669941,-7.300601959
97.42613983,-1.7103278640000001,-6.113397598
97.07109833,-1.273990273,-4.560599327
96.84375,-1.428100467,-3.1787350180000002
96.71604919,-1.3977805380000001,-1.361275434
96.7192688,-0.7885885834999999,0.047747962180000006
96.6852417,-0.9581750631,0.02025055513
96.67797852,-1.342999101,-0.1932146847
96.65788269,-1.5306962730000002,-0.3729008436
96.62767792,-2.586683035,-0.5583957434000001
96.58470154,-2.8112134930000003,-0.6776712537
96.54907990000001,-3.183267355,-0.6232588291
96.51509857,-4.7612276080000004,-0.6878957151999999
96.48332977,-6.48935318,-0.8124393820999999
96.41970062,-6.501375198,-0.932821095
96.33525085,-5.4997467989999995,-1.070154786
96.24959564,-6.6476745610000005,-1.533291936
96.12360382,-6.630455971,-2.040519714
95.96910858,-6.850223064,-2.510785341
95.77937317,-6.927764892999999,-2.959509611
95.51825714,-6.116827965,-3.2009320260000003
95.26747894,-5.535607815,-3.3194601539999997
95.02469635,-5.458961487000001,-3.492928028
94.758255,-5.135212421,-3.6709501739999997
94.47419739,-4.786920071,-3.8473377230000003
94.18346405,-4.395670891,-4.015342712
93.86441040000001,-3.773214817,-4.151901722
93.52733612,-2.8661918639999997,-4.032495022
93.36001587,-2.179240465,-2.0093471999999997
93.30151367,-1.5707522630000001,-0.7400753498
93.23208618,-2.076902151,-0.5524441004
93.21032715,-2.802931309,-0.5049645900999999
93.18074036,-3.330642223,-0.45551702380000003
93.15493774,-4.142721176,-0.4290719032
93.11936951,-3.417212725,-0.44753426310000005
93.08044434,-3.440632105,-0.5592033863
93.04168701,-3.945946932,-0.6798164845
92.99172974,-4.039569855,-0.7974514365
92.9150238,-2.86525321,-0.8888126016
92.84375,-1.9778436419999998,-0.8807497025
92.77304840000001,-1.221571565,-0.8612630367
92.70289612,-0.44203975799999995,-0.8437688946999999
92.63612366,0.293022424,-0.8275207281
92.57026672,1.007205486,-0.8124947548
92.50447845,1.7028752569999999,-0.7978294492
92.44147491,2.344901562,-0.7845104933
92.37975311,2.944270372,-0.7720133066
92.31975555,3.4938073160000003,-0.7603450418000001
92.26037598,3.996325016,-0.7489606142
92.2016983,4.447077274,-0.7382997273999999
92.14537811,4.830377578999999,-0.7283737063
92.086586,5.172906876,-0.7181167603
92.03071594,5.436209202000001,-0.7082877755
91.9770813,5.627485752,-0.6989091039
91.92488861,5.749781132000001,-0.6899602413
91.872612,5.804427147,-0.6807360053
91.81974792,5.78583622,-0.6711649299
91.76998138,5.69637394,-0.6620832682
91.71946716,5.53028965,-0.6523606181
91.66968536,5.28939867,-0.6425014734000001
91.62146759,4.980819702,-0.6325414777
91.5743866,4.6078233719999995,-0.6224331856
91.52839661,4.171803951,-0.6122745871999999
91.48441315,3.692275047,-0.6021000147
91.44096375,3.1574017999999997,-0.5917183757
91.39928436,2.59188056,-0.5811576843
91.35709381,1.96827364,-0.5702419281000001
91.31671906,1.329464912,-0.5592681765999999
91.27755737,0.6733002663,-0.548442781
91.23872375,-0.004705946892,-0.5372165442
91.20103455,-0.6822328568000001,-0.5261464714999999
91.16394043,-1.3651202919999998,-0.5147663951
91.12687683,-2.049347639,-0.5030905604
91.09133911,-2.704801083,-0.4918282926
91.05521393,-3.360679865,-0.47993576530000004
91.01986694,-3.9833118919999997,-0.46815544369999995
90.98537445,-4.566524029,-0.4564920962
90.95254517,-5.089615822,-0.44513595100000003
90.91967773,-5.575536251,-0.43364173170000003
90.88735962,-6.011606692999999,-0.42233183979999994
90.85583496,-6.389252663,-0.4110943079
90.82549286,-6.703222752,-0.4003629684
90.79411316,-6.97287941,-0.3891658187
90.7636261,-7.174175262,-0.37817323210000003
90.73524475,-7.305660248,-0.368162483
90.70755005,-7.378682613,-0.35835334659999996
90.68002319,-7.394546032,-0.34865382310000004
90.65347290000001,-7.354353905,-0.3394567668
90.62724304,-7.25996542,-0.33044350149999996
90.60144806,-7.112367152999999,-0.32168719170000004
90.57533264,-6.908802986,-0.3130497634
90.55017853,-6.659282684,-0.3048197925
90.52575684,-6.369832038999999,-0.29692664739999997
90.50199127,-6.04088068,-0.2894663513
90.47813416,-5.668395996,-0.2821558118
90.45511627,-5.267812729,-0.2752048969
90.43173981,-4.824381828,-0.2683452368
90.40966034,-4.37505722,-0.2621223032
90.38771820000001,-3.89763689,-0.2562084794
90.3663559,-3.4105050560000003,-0.2505007386
90.3453064,-2.912225962,-0.2451418191
90.3247757,-2.405191898,-0.240215525
90.30447388,-1.866517305,-0.23532998559999999
90.28427124,-1.0930895809999999,-0.22026364510000002
90.26770782,-0.644456625,-0.1956557631
90.25215149,-0.2017534971,-0.1786032021
90.2375946,0.2800042033,-0.162731275
90.22434235,0.7074276209,-0.1471052617
90.21253204,1.113123655,-0.1322841793
90.20180511,1.491824985,-0.117602855
90.19213867,1.837499261,-0.1036320999
90.18373108,2.143621683,-0.08987273276
90.17633057,2.413442373,-0.07650512457
90.17024231,2.62617898,-0.06348851323
90.164711,2.7666120530000002,-0.050162039699999994
90.15884399,2.707437515,-0.07685784996
90.1427002,2.25353241,-0.2100563496
90.11813354,1.630217433,-0.389346242
90.07778931,1.920650601,-0.5086159706000001
90.03925323,2.020825624,-0.5167205334
89.99645996,1.552621365,-0.6089133024
89.94458771,1.628981829,-0.6404123306
89.89539337,1.087739229,-0.742890954
89.83006287,1.04947567,-0.8008355498
89.77094269,0.9570311308,-0.7999910712
89.71034241,0.7329943776000001,-0.7904956341
89.64927673,0.5550652742000001,-0.7828636169
89.58851624,0.4476927221,-0.7756394148000001
89.52650452,0.4754042029,-0.7681677938
89.46295166,0.5751689076,-0.7607564926
89.40148926,0.7279120684,-0.7541582584000001
89.34072876,0.9136184454,-0.7480701804000001
89.28167725,1.094324946,-0.7425693273999999
89.22196198,1.240695953,-0.7369990945
89.162323,1.298510313,-0.7315132618000001
89.10665894,1.284408092,-0.7260734439000001
89.05137634,1.254042983,-0.7206146120999999
88.99538422,1.200284481,-0.7151827812
88.94010925,1.118153453,-0.7096859812999999
88.88581085,1.011323571,-0.7041895986
88.83218384,0.8807707429,-0.6987214088
88.77822876,0.7240561247,-0.6929907203
88.72556305,0.5405849218,-0.6808840632
88.67611694,0.35901889200000003,-0.6678153872
88.62254333,0.13404841720000002,-0.6533783078000001
88.57371521,-0.0893367976,-0.6395190954
88.52635193,-0.32124909760000003,-0.6264131665
88.47872925,-0.5686072111,-0.6130822897
88.43325043,-0.8168570398999999,-0.6002343893
88.38876343,-1.0667304990000002,-0.5871481895
88.34509277,-1.31894958,-0.5746006966
88.30171204,-1.572949886,-0.5617528558
88.25926208,-1.8213933709999999,-0.5491112471
88.2186203,-2.057832956,-0.5368756652000001
88.17839813,-2.286645412,-0.5248274207
88.13847351,-2.507576227,-0.5129098892
88.09860229,-2.7182540889999998,-0.5008778572
88.06009674,-2.9099357130000003,-0.4887182117
88.02240753,-3.08319521,-0.4770949185
87.98547363,-3.23730588,-0.46567565200000005
87.94995117,-3.368440151,-0.45473951100000004
87.91462708,-3.479848623,-0.4438723326
87.87974548,-3.5700838569999997,-0.4330475628
87.8462677,-3.6352002619999997,-0.4227805734
87.81391144,-3.6777107719999997,-0.4128618538
87.78044128,-3.6985836030000003,-0.40257126090000006
87.7485733,-3.6955423360000004,-0.392870605
87.71769714,-3.6704716680000002,-0.3834530115
87.68696594,-3.6230120660000003,-0.3743373156
87.65772247,-3.5565581319999997,-0.36550852659999994
87.6280899,-3.468454838,-0.3570186496
87.59989929,-3.363663673,-0.34858840700000004
87.57175446,-3.241085291,-0.34030210969999997
87.54470825,-3.104839563,-0.3326625228
87.51777649,-2.953740597,-0.32514756920000004
87.49200439,-2.793070793,-0.3181732297
87.46593475,-2.617802143,-0.31085419649999996
87.44070435,-2.436076403,-0.3041265011
87.41567993,-2.244970083,-0.2974994779
87.39135742,-2.0524067880000003,-0.29085648059999997
87.36761475,-1.8560692069999998,-0.2846653759
87.34403229,-1.65863359,-0.2785077691
87.32139587,-1.466740489,-0.2731476724
87.29889679,-1.272843838,-0.26769363879999997
87.27722931,-1.089009404,-0.26191625
87.2554245,-0.9087483882999999,-0.2567882836
87.23471069,-0.7401823401000001,-0.25201845170000003
87.21336365,0.2518738806,-0.186739102
87.21522522,1.756516814,0.030702799560000004
87.21896362,0.8866909145999999,0.05527840182
87.21977234,1.449924588,0.05840308219
87.22545624,2.0855128769999998,0.07840123772999999
87.23753357,2.752192497,0.1501131952
87.25585175,3.253420353,0.2294317782
87.27975464,3.6722645760000003,0.30527988079999996
87.30708313,3.732158899,0.3580895364
87.33207703,3.554580212,0.3619857728
87.37578583,5.52670145,0.409363091
87.401474,4.319482327,0.42967125770000003
87.43186951,3.928009033,0.43585515020000004
87.46420288,3.742966175,0.4384407699
87.49767303,3.462557077,0.44077271219999997
87.53170776,3.3011269569999997,0.44345933200000004
87.56699371,3.32737875,0.44599068159999994
87.60412598,3.618704557,0.4488894939
87.64216614,4.08102417,0.4522041678
87.6809845,4.608409405,0.45604673030000004
87.72032928,5.216128826,0.4603393972
87.76096344,5.921721935,0.4655411243
87.80162048,6.689445496,0.4712589085
87.84355927,7.535473347000001,0.4778483212
87.88544464,8.425531387000001,0.48499095439999995
87.92796326,9.307134628,0.4926962554
87.96988678,10.03333855,0.5009223818999999
88.01238251,10.75457573,0.5093795657
88.05613708,11.47642803,0.5183944702000001
88.09947968,12.09685135,0.5235778093
88.12564087,12.40475368,0.3244997263
88.11994934,12.456031800000002,-0.09863498807
88.06728363,11.84925556,-0.802846849
87.9732666,11.24652004,-1.581696868
87.82997894,10.74499035,-2.351387262
87.62095642,10.50111485,-3.0499997139999997
87.3289566,11.2938633,-3.324789762
87.10942841,10.06474304,-3.9095523360000004
86.85575867,8.706498146,-4.7642197610000006
86.54544067,7.380277634,-5.792099476000001
85.97992706,8.075392723,-6.332138062
85.41207886,8.771035194,-6.301915646
84.91755676,8.815475464,-6.2260622979999996
84.41410065,9.091807365,-6.16812849
83.91830444,9.330574036,-6.112616062000001
83.42206573,9.54690361,-6.054411411
82.94413757,9.621294022,-6.062139033999999
82.50779724,8.983102797999999,-6.52643013
82.06719208,7.999455452,-7.105953692999999
81.51053619,7.798755646,-7.547496796
81.02171326,6.715621471,-7.95841217
80.51548767,5.638332844,-8.413643837
